year,population,gdp,electricity_generation,primary_energy_consumption,renewables_electricity
1991,10374750.0,95995723776.0,29.96,301.901,0.21
1992,10370067.0,94900822016.0,31.68,289.652,0.21
1993,10357423.0,96248037376.0,32.91,278.841,0.21
1994,10342435.0,101057019904.0,33.52,283.585,0.21
1995,10327171.0,104661049344.0,34.02,286.801,0.22
1996,10308272.0,106794262528.0,35.09,292.249,0.26
1997,10286223.0,112578945024.0,35.4,285.197,0.27
1998,10260965.0,119714947072.0,37.2,289.477,0.22
1999,10230263.0,126067187712.0,37.83,289.338,0.24
2000,10202054.0,134035357696.0,35.19,280.802,0.24
2001,10177955.0,141920337920.0,36.42,287.644,0.26
2002,10148404.0,151325425664.0,36.15,280.912,0.23
2003,10118060.0,160317177856.0,34.13,284.387,0.33
2004,10094499.0,171776475136.0,33.71,288.927,0.94
2005,10073533.0,182948364288.0,35.75,308.077,1.87
2006,10057063.0,193865269248.0,35.85,302.061,1.49
2007,10041171.0,198699892736.0,39.96,298.086,1.88
2008,10023508.0,204543000576.0,40.02,293.896,2.35
2009,10008581.0,195011821568.0,35.91,272.688,2.89
2010,9986832.0,200323055616.0,37.37,277.827,3.02
2011,9953247.0,207957688320.0,36.02,269.464,2.71
2012,9922133.0,204625346560.0,34.62,251.116,2.64
2013,9894637.0,208958734336.0,30.25,238.041,2.78
2014,9867906.0,217412730880.0,29.35,238.269,3.16
2015,9844250.0,224257294336.0,30.29,251.04,3.22
2016,9815106.0,228414177280.0,31.81,255.495,3.25
2017,9788940.0,238288093184.0,32.83,269.293,3.48
2018,9776361.0,250426490880.0,31.93,271.203,3.77
1990,255026.0,7325718528.0,4.51,21.688,4.5
1991,257995.0,7281773056.0,4.49,21.188,4.48
1992,261275.0,7008859648.0,4.55,21.934,4.54
1993,263942.0,7073786368.0,4.73,22.785,4.73
1994,266230.0,7301300736.0,4.77,23.04,4.77
1995,267689.0,7281669120.0,4.98,23.782,4.97
1996,269140.0,7601171456.0,5.12,25.168,5.12
1997,271363.0,8113932288.0,5.59,26.403,5.59
1998,274292.0,8613685248.0,6.27,28.57,6.27
1999,277634.0,8924296192.0,7.19,31.3,7.19
2000,281469.0,9306326016.0,7.61,33.23,7.61
2001,285245.0,9626312704.0,7.96,33.6,7.96
2002,287799.0,9619515392.0,8.35,34.911,8.34
2003,289806.0,9816636416.0,8.44,35.086,8.43
2004,292364.0,10571340800.0,8.55,35.781,8.54
2005,297037.0,11236789248.0,8.62,35.904,8.61
2006,304086.0,11753620480.0,9.86,39.382,9.85
2007,311859.0,12803464192.0,11.89,45.02,11.89
2008,317722.0,12948303872.0,16.34,56.451,16.34
2009,318809.0,12002982912.0,16.71,56.355,16.71
2010,318346.0,11531380736.0,16.74,56.386,16.74
2011,319308.0,11715657728.0,16.85,56.377,16.85
2012,320988.0,11858326528.0,17.29,56.898,17.29
2013,324036.0,12381386752.0,17.99,58.717,17.99
2014,327650.0,12619691008.0,17.8,58.63,17.8
2015,331068.0,13136775168.0,18.55,61.207,18.55
2016,335677.0,14111050752.0,18.17,61.442,18.17
2017,343641.0,14752536576.0,18.84,64.246,18.84
2018,352951.0,15315260416.0,19.43,66.459,19.43
1985,780242112.0,1298600034304.0,186.386,1584.263,51.813
1986,797878976.0,1353105014784.0,202.677,1695.59,52.569
1987,815716160.0,1412883939328.0,223.669,1802.854,48.963
1988,833729664.0,1560089985024.0,241.305,1962.301,54.615
1989,852012672.0,1663727960064.0,272.446,2143.414,63.37
1990,870452160.0,1750992945152.0,287.763,2300.701,66.465
1991,888941760.0,1762411544576.0,320.458,2427.663,74.127
1992,907574080.0,1842360483840.0,337.153,2552.772,70.269
1993,926351296.0,1931870470144.0,362.176,2616.248,71.079
1994,945261952.0,2039524753408.0,387.967,2757.121,80.784
1995,964279104.0,2171040956416.0,427.149,2963.118,76.982
1996,983281216.0,2323733020672.0,443.205,3081.631,70.698
1997,1002335232.0,2403114156032.0,469.154,3252.01,72.187
1998,1021434560.0,2541494206464.0,505.078,3449.497,86.01
1999,1040500032.0,2681321029632.0,547.362,3549.489,85.388
2000,1059633664.0,2773211152384.0,571.39,3728.514,80.27
2001,1078970880.0,2906877853696.0,586.09,3743.853,76.19
2002,1098313088.0,2989575634944.0,609.64,3865.751,72.78
2003,1117415168.0,3212953780224.0,638.13,4004.078,74.63
2004,1136264576.0,3454210932736.0,698.32,4347.582,109.2
2005,1154638720.0,3709371154432.0,704.52,4603.61,107.47
2006,1172373760.0,4024058511360.0,744.43,4849.72,127.56
2007,1189691776.0,4355554279424.0,796.26,5263.111,141.75
2008,1206734848.0,4601841975296.0,828.41,5570.697,138.91
2009,1223640192.0,4945730863104.0,879.71,5986.512,134.33
2010,1240613632.0,5314516615168.0,937.47,6244.97,142.61
2011,1257621248.0,5675666636800.0,1034.0,6586.134,173.62
2012,1274487168.0,5949387964416.0,1091.84,6942.567,165.25
2013,1291132032.0,6320315957248.0,1146.14,7172.946,187.9
2014,1307246464.0,6754740994048.0,1262.22,7656.914,202.04
2015,1322866560.0,7259602550784.0,1322.1,7922.428,203.21
2016,1338636288.0,7767449403392.0,1401.74,8278.461,208.21
2017,1354195712.0,8275647004672.0,1471.33,8594.206,234.9
2018,1369003264.0,8835757506560.0,1579.18,9081.509,263.61
1985,165791696.0,515643146240.0,16.369,412.985,2.767
1986,169135280.0,545914224640.0,18.415,441.025,4.455
1987,172421392.0,572867018752.0,20.72,465.495,4.583
1988,175694640.0,605642424320.0,24.807,491.403,5.034
1989,178949168.0,660041564160.0,28.487,544.869,6.28
1990,182159888.0,718548893696.0,33.115,600.179,7.62
1991,185361232.0,786439995392.0,38.103,652.938,8.461
1992,188558416.0,841780428800.0,40.284,716.86,10.731
1993,191737280.0,912702636032.0,39.707,763.843,9.983
1994,194928544.0,986200276992.0,45.928,799.647,9.587
1995,198140160.0,1072204283904.0,54.121,870.284,10.506
1996,201373792.0,1161281404928.0,58.868,933.146,11.167
1997,204628016.0,1221454462976.0,70.691,1012.695,8.594
1998,207855488.0,1066065592320.0,76.693,995.569,13.65
1999,210996912.0,1079382573056.0,83.971,1086.986,14.321
2000,214072416.0,1138300026880.0,98.04,1163.577,19.6
2001,217112432.0,1185220919296.0,106.16,1246.32,22.19
2002,220115088.0,1244249980928.0,113.04,1280.054,21.0
2003,223080128.0,1309811277824.0,117.39,1388.661,19.82
2004,225938592.0,1381839929344.0,124.78,1375.442,20.97
2005,228805152.0,1467344879616.0,132.89,1415.489,22.66
2006,231797424.0,1555183173632.0,138.0,1439.761,21.18
2007,234858288.0,1661589520384.0,148.4,1545.187,24.29
2008,237936544.0,1793465253888.0,155.9,1563.029,26.34
2009,240981296.0,1886334484480.0,162.87,1605.616,26.79
2010,244016176.0,2015864815616.0,177.56,1737.839,34.63
2011,247099696.0,2150142705664.0,191.88,1835.917,30.46
2012,250222688.0,2279736344576.0,208.96,1895.301,31.11
2013,253275920.0,2406465929216.0,225.18,1829.965,35.5
2014,256229760.0,2526852677632.0,237.54,1853.965,34.41
2015,259091968.0,2650203488256.0,243.28,1882.794,33.56
2016,261850176.0,2783164760064.0,257.55,1888.482,39.58
2017,264498848.0,2924271370240.0,265.81,1954.256,43.17
2018,267066848.0,3075456106496.0,283.79,2143.717,48.38
1990,55793628.0,318478254080.0,57.655,811.283,7.381
1991,57990892.0,369999085568.0,62.814,880.229,5.607
1992,59372016.0,415816908800.0,67.178,973.424,9.204
1993,59755432.0,415192252416.0,74.686,900.748,10.533
1994,59985752.0,419387342848.0,81.004,1008.745,6.896
1995,60794808.0,438197157888.0,84.353,1057.944,8.323
1996,61598380.0,485151768576.0,89.74,1150.883,8.814
1997,62480528.0,515019898880.0,96.983,1186.134,5.941
1998,63461424.0,544002506752.0,102.385,1235.507,7.488
1999,64474748.0,567746232320.0,110.088,1331.568,5.178
2000,65544380.0,600692162560.0,119.35,1396.568,3.82
2001,66674856.0,642713059328.0,127.59,1492.142,4.15
2002,67327120.0,708074733568.0,138.23,1626.368,8.04
2003,67954704.0,787813564416.0,151.65,1656.194,9.62
2004,69061680.0,859884224512.0,162.76,1831.958,11.98
2005,70182592.0,919502782464.0,177.07,1940.3,14.52
2006,71275768.0,1006243938304.0,193.43,2120.271,18.64
2007,72319424.0,1109290516480.0,203.12,2253.991,18.1
2008,73318400.0,1141269463040.0,210.49,2323.367,7.64
2009,74322688.0,1215221465088.0,221.81,2379.29,6.95
2010,75373864.0,1316410097664.0,235.68,2421.595,10.43
2011,76342968.0,1352440086528.0,235.59,2529.514,10.91
2012,77324448.0,1271703928832.0,248.75,2558.024,12.8
2013,78458928.0,1249348157440.0,258.86,2647.917,14.86
2014,79961672.0,1284499832832.0,275.63,2756.672,14.75
2015,81790848.0,1282580676608.0,280.24,2745.521,13.41
2016,83306232.0,1342488838144.0,286.13,2878.794,15.6
2017,84505080.0,1434521042944.0,305.17,2986.091,17.66
2018,85617560.0,1398995943424.0,312.35,3087.446,10.83
1990,17658384.0,71051763712.0,28.373,237.724,4.65
1991,17846384.0,28285614080.0,13.359,150.032,2.145
1992,18385682.0,39202230272.0,21.912,238.086,5.219
1993,19295822.0,42079948800.0,27.09,316.35,6.162
1994,20248074.0,42891943936.0,26.663,358.079,6.248
1995,20948856.0,41889726464.0,26.498,356.731,7.12
1996,21639336.0,50576642048.0,25.981,357.132,6.489
1997,22330776.0,52183760896.0,26.693,423.333,6.608
1998,23053490.0,64343797760.0,26.744,317.774,6.198
1999,23820734.0,74946027520.0,24.721,229.281,3.559
2000,24628860.0,89277112320.0,30.03,322.662,0.61
2001,25425666.0,104531812352.0,30.35,360.445,0.61
2002,26255344.0,120219820032.0,31.85,342.596,0.51
2003,27068826.0,100983889920.0,26.67,304.073,0.43
2004,27858950.0,166055247872.0,30.39,326.044,0.49
2005,28698688.0,180541587456.0,28.88,308.323,5.94
2006,28905614.0,203390877696.0,32.1,299.682,6.04
2007,28660888.0,220479586304.0,31.53,302.179,5.68
2008,29218384.0,253769580544.0,34.8,345.913,3.45
2009,30289044.0,279575789568.0,43.02,339.513,3.19
2010,31264880.0,318132289536.0,46.21,380.425,4.72
2011,32378066.0,367344648192.0,50.83,391.37,3.36
2012,33864452.0,420047355904.0,43.48,427.024,4.35
2013,35481804.0,454203146240.0,55.2,474.099,4.76
2014,36746484.0,459176935424.0,63.91,471.448,2.96
2015,37757812.0,481955184640.0,64.75,470.378,2.58
2016,38697940.0,529717002240.0,75.46,532.021,3.4
2017,39621156.0,516500586496.0,82.29,597.89,2.21
2018,40590700.0,513592688640.0,83.11,604.674,2.18
1990,3485370.0,66087473152.0,14.23,117.886,0.7
1991,3504806.0,67936149504.0,14.93,122.462,0.75
1992,3528370.0,71167893504.0,15.78,123.019,0.82
1993,3545700.0,73646604288.0,16.14,125.626,0.77
1994,3559396.0,78875959296.0,16.83,130.936,0.94
1995,3579486.0,87428767744.0,17.61,133.621,0.73
1996,3606725.0,96464093184.0,18.91,141.037,0.76
1997,3640157.0,108048252928.0,19.69,145.73,0.81
1998,3678670.0,118272466944.0,20.89,156.805,1.18
1999,3719918.0,132615405568.0,21.77,165.537,1.13
2000,3768954.0,147422871552.0,23.67,173.349,1.18
2001,3829019.0,158125555712.0,24.64,183.168,1.03
2002,3894256.0,168846213120.0,24.84,181.354,1.38
2003,3958706.0,177045291008.0,24.86,176.855,1.14
2004,4031961.0,191105269760.0,25.22,180.362,1.39
2005,4121220.0,204428607488.0,25.62,188.174,1.87
2006,4234809.0,218886733824.0,27.11,194.294,2.47
2007,4359841.0,229784272896.0,28.37,197.324,2.81
2008,4452393.0,222239932416.0,29.92,196.379,3.6
2009,4499797.0,214513696768.0,27.97,176.612,4.12
2010,4524581.0,221367779328.0,28.16,178.3,3.72
2011,4544504.0,223963938816.0,27.16,170.262,5.43
2012,4564550.0,221943971840.0,27.13,167.469,5.25
2013,4588830.0,225008336896.0,25.57,164.997,5.63
2014,4622165.0,244831715328.0,25.81,164.553,6.39
2015,4665764.0,254793482240.0,28.1,173.913,7.86
2016,4715791.0,268695470080.0,30.23,181.641,7.52
2017,4771860.0,290581577728.0,30.66,182.408,8.88
2018,4834506.0,314321666048.0,30.9,186.485,10.2
1990,4803255.0,93268262912.0,20.898,129.138,0.003
1991,4942821.0,97249247232.0,21.514,131.28,0.006
1992,5079388.0,103872339968.0,24.686,153.199,0.029
1993,5213005.0,107432747008.0,26.0,166.368,0.026
1994,5346294.0,114590285824.0,28.316,173.571,0.023
1995,5478738.0,125242884096.0,30.437,195.21,0.025
1996,5612491.0,132362215424.0,32.569,202.298,0.024
1997,5743280.0,137269043200.0,35.111,221.214,0.025
1998,5869504.0,142513438720.0,37.976,232.795,0.025
1999,5994091.0,147072876544.0,39.228,241.273,0.033
2000,6116955.0,159558369280.0,40.1,227.372,0.03
2001,6237984.0,159187451904.0,41.31,227.213,0.02
2002,6356697.0,158357520384.0,42.77,231.783,0.03
2003,6475917.0,159601999872.0,44.21,238.837,0.04
2004,6595990.0,167111835648.0,44.45,243.589,0.04
2005,6714119.0,173480329216.0,45.69,244.788,0.04
2006,6832082.0,182781509632.0,47.52,246.153,0.02
2007,6952007.0,193502150656.0,50.55,255.315,0.02
2008,7074530.0,198668206080.0,53.39,262.745,0.04
2009,7199704.0,200768798720.0,54.73,255.308,0.06
2010,7328439.0,211431161856.0,58.56,265.509,0.14
2011,7459750.0,221407084544.0,59.61,270.48,0.27
2012,7592099.0,226681126912.0,63.02,282.94,0.49
2013,7726675.0,236605734912.0,61.33,267.764,0.57
2014,7863849.0,244088406016.0,60.86,261.285,0.96
2015,8007777.0,250204356608.0,64.23,275.679,1.22
2016,8159015.0,260228481024.0,67.02,281.284,1.7
2017,8309256.0,269531643904.0,67.61,286.979,1.81
2018,8456487.0,278806233088.0,68.88,291.692,1.87
1985,56636468.0,1274693681152.0,185.74,1636.66,43.928
1986,56639056.0,1310891966464.0,192.33,1681.007,44.121
1987,56644528.0,1351528480768.0,201.372,1731.074,42.748
1988,56670880.0,1403769978880.0,203.561,1773.739,44.015
1989,56711524.0,1444197040128.0,210.75,1824.944,37.393
1990,56756560.0,1475485237248.0,213.15,1854.886,34.9
1991,56794488.0,1508723261440.0,218.43,1913.132,45.53
1992,56833184.0,1531922481152.0,222.37,1905.329,45.77
1993,56869456.0,1529549684736.0,219.39,1865.054,45.22
1994,56883820.0,1573413584896.0,228.45,1860.836,48.25
1995,56885124.0,1630198169600.0,237.0,1936.397,41.46
1996,56898972.0,1662791450624.0,239.05,1935.798,46.22
1997,56925808.0,1705185902592.0,245.81,1969.284,46.19
1998,56938736.0,1744897703936.0,252.93,2014.581,46.48
1999,56945064.0,1784528371712.0,258.6,2071.383,51.32
2000,56966400.0,1863750516736.0,269.15,2099.285,50.87
2001,56994992.0,1910079750144.0,271.08,2097.537,54.35
2002,57107576.0,1928259829760.0,276.76,2083.352,48.31
2003,57425176.0,1944748163072.0,285.38,2149.784,46.86
2004,57860664.0,1989364940800.0,294.82,2197.52,53.87
2005,58199876.0,2022361923584.0,295.72,2200.25,48.43
2006,58429904.0,2077408362496.0,306.67,2190.067,50.64
2007,58778480.0,2122822582272.0,307.21,2148.299,47.72
2008,59224228.0,2115287121920.0,312.5,2111.905,58.16
2009,59562844.0,2013344956416.0,287.58,1971.705,69.26
2010,59822452.0,2061694140416.0,297.9,2036.733,76.97
2011,60025952.0,2088117207040.0,299.73,1997.912,82.95
2012,60190152.0,2029244776448.0,296.48,1943.877,92.22
2013,60312600.0,1994213294080.0,287.07,1858.6,112.0
2014,60322792.0,1996478611456.0,277.44,1762.32,120.68
2015,60232908.0,2012113928192.0,280.95,1814.766,108.89
2016,60118628.0,2026955079680.0,287.2,1821.932,108.01
2017,60004024.0,2060761825280.0,293.33,1843.121,103.89
2018,59877432.0,2077209133056.0,287.39,1853.64,114.41
2000,2612203.0,17441458176.0,6.22,43.211,0.4
2001,2625410.0,17823879168.0,6.27,43.844,0.35
2002,2638248.0,18032736256.0,6.52,43.649,0.36
2003,2651034.0,18718085120.0,6.73,45.49,0.39
2004,2664027.0,18987051008.0,6.79,44.501,0.44
2005,2676868.0,19174920192.0,6.99,45.887,0.49
2006,2689658.0,19747219456.0,7.03,52.42,0.47
2007,2701222.0,20046346240.0,5.61,53.391,0.42
2008,2711378.0,19893166080.0,4.0,45.405,0.36
2009,2722405.0,19223476224.0,4.06,35.698,0.35
2010,2733904.0,18949013504.0,3.97,32.796,0.35
2011,2746169.0,19220332544.0,4.02,34.745,0.39
2012,2759819.0,18945521664.0,3.93,32.559,0.39
2013,2773134.0,18817073152.0,3.93,35.42,0.37
2014,2784542.0,18759622656.0,3.91,34.901,0.4
2015,2794455.0,18792005632.0,3.91,35.998,0.4
2016,2802699.0,18942029824.0,4.14,37.267,0.46
2017,2808388.0,19072161792.0,4.1,33.539,0.55
2018,2811842.0,19431862272.0,4.17,34.684,0.64
1985,121119024.0,2950873743360.0,671.953,4481.009,95.573
1986,121710304.0,3036325871616.0,676.363,4487.236,94.619
1987,122268888.0,3162653589504.0,719.085,4577.474,89.579
1988,122798304.0,3358737825792.0,753.728,4867.985,106.278
1989,123270648.0,3520997621760.0,799.769,5035.362,108.788
1990,123686320.0,3699821510656.0,881.5,5218.65,98.236
1991,124073992.0,3824698523648.0,911.303,5336.243,106.068
1992,124444696.0,3855720120320.0,916.787,5391.939,91.907
1993,124779576.0,3861077295104.0,926.103,5473.17,104.163
1994,125119264.0,3898677133312.0,984.493,5677.982,77.964
1995,125433968.0,4003033513984.0,1010.88,5968.173,93.129
1996,125726224.0,4124648144896.0,1029.857,6083.47,92.477
1997,126027984.0,4166540853248.0,1054.864,6200.573,102.975
1998,126308392.0,4117006909440.0,1059.663,6076.8,105.402
1999,126555064.0,4104026587136.0,1079.142,6176.304,100.533
2000,126803864.0,4215551819776.0,1099.67,6242.476,101.03
2001,127065736.0,4230083772416.0,1083.15,6183.373,98.32
2002,127301744.0,4232499429376.0,1103.08,6192.44,98.64
2003,127502352.0,4294503825408.0,1092.59,6170.211,112.13
2004,127671288.0,4386537340928.0,1121.19,6241.509,112.43
2005,127798376.0,4456733736960.0,1153.07,6263.036,102.79
2006,127902168.0,4517298438144.0,1164.35,6248.704,114.47
2007,128006424.0,4589238091776.0,1180.11,6181.806,101.76
2008,128077632.0,4536234147840.0,1183.7,6073.238,101.98
2009,128117040.0,4287889670144.0,1114.02,5541.613,97.28
2010,128105432.0,4464955621376.0,1156.03,5907.574,118.24
2011,128007256.0,4456991162368.0,1104.2,5595.579,113.5
2012,127853688.0,4523675353088.0,1106.88,5552.538,111.33
2013,127678920.0,4614146490368.0,1087.76,5512.085,120.55
2014,127476728.0,4629616132096.0,1062.72,5372.656,133.9
2015,127250936.0,4685428162560.0,1030.12,5296.524,154.02
2016,126993856.0,4732216672256.0,1035.1,5228.627,151.77
2017,126662464.0,4844015321088.0,1042.07,5292.342,166.75
2018,126255872.0,4867010592768.0,1053.18,5264.132,179.79
2000,5056172.0,35716132864.0,6.93,66.34,0.04
2001,5163313.0,38099918848.0,7.08,63.718,0.04
2002,5275531.0,40832221184.0,7.64,66.825,0.05
2003,5396122.0,43096850432.0,7.52,72.972,0.05
2004,5532426.0,47416274944.0,8.43,79.277,0.06
2005,5678541.0,52009521152.0,9.07,86.071,0.06
2006,6075550.0,57027649536.0,10.46,88.994,0.06
2007,6473460.0,62595022848.0,12.22,85.587,0.07
2008,6632880.0,68244795392.0,13.01,82.449,0.07
2009,6780508.0,73471746048.0,13.42,85.744,0.07
2010,6931263.0,77063831552.0,13.9,89.246,0.07
2011,7109980.0,81420263424.0,13.77,93.454,0.06
2012,7211866.0,85277655040.0,15.61,99.17,0.07
2013,7694818.0,89527279616.0,16.23,98.468,0.06
2014,8658030.0,94014873600.0,17.18,101.034,0.07
2015,9494250.0,97646624768.0,17.93,109.157,0.23
2016,9964659.0,100765786112.0,18.53,116.346,0.86
2017,10215384.0,102897983488.0,19.58,120.371,1.4
2018,10459864.0,104894210048.0,19.25,117.5,2.16
1990,16866574.0,194940977152.0,87.379,859.425,7.366
1991,16993796.0,174429519872.0,85.99,858.537,7.2
1992,17043420.0,166043893760.0,83.166,847.475,6.866
1993,16979700.0,151572676608.0,77.889,748.154,7.629
1994,16747153.0,133221818368.0,66.777,666.421,9.179
1995,16434323.0,122950926336.0,66.739,598.716,8.331
1996,16144248.0,124225961984.0,58.747,521.202,7.331
1997,15820435.0,127005614080.0,52.0,459.578,6.499
1998,15474257.0,125251796992.0,49.8,433.003,6.141
1999,15256256.0,129322688512.0,47.3,406.961,6.132
2000,15236256.0,142758051840.0,51.64,369.747,7.53
2001,15281288.0,162896068608.0,55.38,416.192,8.08
2002,15338962.0,179806994432.0,58.33,423.944,8.89
2003,15416709.0,197584060416.0,63.86,464.691,8.62
2004,15521921.0,217713229824.0,66.95,493.803,8.06
2005,15656255.0,240091856896.0,67.92,507.509,7.86
2006,15822751.0,267206115328.0,71.66,546.162,7.77
2007,16006138.0,292533534720.0,76.62,605.149,8.17
2008,16196521.0,303795863552.0,80.35,638.147,7.46
2009,16402365.0,309091467264.0,78.73,572.664,6.88
2010,16627839.0,333426884608.0,82.65,614.388,8.02
2011,16864920.0,360338718720.0,86.58,697.246,7.88
2012,17102868.0,378347749376.0,90.62,733.17,7.64
2013,17345734.0,401054334976.0,92.61,736.464,7.73
2014,17592296.0,418303442944.0,94.64,773.146,8.27
2015,17835908.0,423317831680.0,91.65,642.193,9.45
2016,18078558.0,427912429568.0,94.63,721.457,11.98
2017,18314822.0,445456809984.0,103.12,776.676,11.64
2018,18538100.0,463720546304.0,107.27,803.081,10.91
2000,30851604.0,59408908288.0,4.05,45.629,2.03
2001,31800344.0,62956466176.0,4.6,46.441,3.08
2002,32779824.0,64478130176.0,4.75,46.869,3.65
2003,33767120.0,67617075200.0,5.1,44.622,4.11
2004,34791836.0,72070029312.0,5.45,48.016,4.0
2005,35843016.0,77598875648.0,5.87,52.135,4.18
2006,36925260.0,83653541888.0,6.32,57.201,4.48
2007,38036796.0,91061403648.0,6.52,57.553,4.65
2008,39186896.0,92973744128.0,6.4,56.804,4.18
2009,40364448.0,97797562368.0,6.57,62.046,3.84
2010,41517896.0,108091064320.0,7.22,67.372,5.1
2011,42635148.0,117165826048.0,7.58,69.645,5.18
2012,43725808.0,122978803712.0,8.09,68.87,6.06
2013,44792368.0,130279317504.0,8.69,72.584,6.11
2014,45831860.0,137740222464.0,8.37,75.853,6.7
2015,46851496.0,146192515072.0,9.87,89.576,8.44
2016,47894668.0,155624144896.0,9.69,94.189,8.26
2017,48948140.0,163192143872.0,10.7,94.943,8.41
2018,49953300.0,173505904640.0,11.25,102.268,9.79
1990,1674942.0,20899600384.0,18.477,91.493,0.0
1991,1339505.0,13104828416.0,10.78,46.121,0.0
1992,1620639.0,25347045376.0,16.885,81.675,0.0
1993,1653651.0,36160745472.0,20.178,100.173,0.0
1994,1641113.0,41613418496.0,22.802,116.935,0.0
1995,1655228.0,45232791552.0,23.724,150.55,0.0
1996,1703318.0,49248518144.0,25.475,149.02,0.0
1997,1761473.0,55092477952.0,26.724,155.051,0.0
1998,1819553.0,62392897536.0,29.984,190.984,0.0
1999,1877433.0,66539048960.0,31.576,198.265,0.0
2000,1934910.0,74939588608.0,30.39,211.943,0.0
2001,1991676.0,80040304640.0,32.24,214.305,0.0
2002,2047368.0,87259471872.0,34.18,226.83,0.0
2003,2101512.0,107858198528.0,37.41,271.091,0.0
2004,2153485.0,125773627392.0,38.78,302.839,0.0
2005,2235409.0,146114084864.0,41.11,334.093,0.0
2006,2363417.0,166329810944.0,44.75,321.131,0.0
2007,2506774.0,187112488960.0,45.83,311.96,0.0
2008,2650941.0,204012240896.0,48.64,337.47,0.0
2009,2795553.0,202080960512.0,50.03,349.383,0.0
2010,2943364.0,210625822720.0,53.65,392.964,0.0
2011,3143827.0,249781665792.0,54.04,403.566,0.0
2012,3394668.0,269770326016.0,57.46,414.878,0.0
2013,3646520.0,271291449344.0,57.32,424.642,0.01
2014,3761590.0,273583177728.0,61.23,431.849,0.01
